AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,sil_samples
3.343055900000001,29.507786,-0.13864571,0.001592130994796753,1000.0,3.343055900000001,113,0.010340384,0.15566406,8.321254,-0.026954979,9.991108,0.21977955102920532,10,20480,59.44621947710402,20480,296.0
47.730155575000005,108.726295,1.0860164,0.0011509438037872314,1000.0,47.730155575000005,425,0.012607758,0.1852539,8.001974,-0.031700335,6.9360237,0.3711186647415161,20,40960,134.10526163806207,40960,346.0
139.98064622500002,309.22748,3.4292219,0.0016057754039764404,1000.0,139.98064622500002,445,0.011969062,0.17739257,7.6327133,-0.034156226,15.444868,0.34134531021118164,30,61440,217.43524673604406,61440,365.0
302.8355219,499.20166,7.379551,0.0012968465805053711,1000.0,302.8355219,419,0.011385451,0.16225585,7.1613326,-0.029693747,37.89953,0.2719767093658447,40,81920,314.9945194211323,81920,438.0
516.537496525,800.2553,11.400207,0.0014218117237091064,1000.0,516.537496525,394,0.0109269,0.15566406,6.814542,-0.031775765,57.342537,0.1514277458190918,50,102400,422.46649507805705,102400,482.0
725.7384572499999,865.89325,17.23622,0.0012621042728424073,1000.0,725.7384572499999,496,0.011359926,0.15966797,6.475023,-0.032411736,92.36754,0.35862892866134644,60,122880,536.0151294590905,122880,469.0
929.4028156249999,1008.6304,22.728611,0.0013798288345336913,1000.0,929.4028156249999,428,0.0136491135,0.18369141,6.210758,-0.031202907,106.250145,0.32727885246276855,70,143360,652.8870931640267,143360,493.0
1057.4734914249998,1199.204,29.719074,0.00138442964553833,1000.0,1057.4734914249998,520,0.0111910645,0.15571289,6.019332,-0.026307713,114.214554,0.5409461259841919,80,163840,769.9519831170328,163840,489.0
1158.28675105,1275.6487,36.390587,0.001013438606262207,1000.0,1158.28675105,492,0.016236158,0.2274414,5.777959,-0.024471084,136.98782,0.4998001456260681,90,184320,886.7803081881721,184320,498.0
1242.8021661999999,1346.9719,44.596245,0.0013065562725067138,1000.0,1242.8021661999999,456,0.019842498,0.25219727,5.63279,-0.01862348,124.80569,0.5003729164600372,100,204800,1001.5123401409946,204800,487.0
1265.2060791,1365.1653,51.09545,0.0012651678562164306,1000.0,1265.2060791,414,0.022005621,0.27856445,5.514635,-0.027723338,106.73916,0.22547882795333862,110,225280,1117.5051744431257,225280,478.0
1322.29979095,1369.9258,57.53226,0.0013902190208435058,1000.0,1322.29979095,409,0.011313326,0.1546875,5.4154606,-0.025257867,102.28422,0.6802022457122803,120,245760,1234.2989551499486,245760,482.0
1392.6433373,1358.4049,65.0392,0.001321053695678711,1000.0,1392.6433373,443,0.018313058,0.23754883,5.3607893,-0.02261018,93.42713,0.5661884844303131,130,266240,1351.030315979151,266240,487.0
1395.911106725,1427.4104,73.23,0.0011836506366729737,1000.0,1395.911106725,432,0.024902474,0.3001953,5.212553,-0.017569363,77.187904,0.4222923517227173,140,286720,1468.362528954167,286720,488.0
1432.9388887250002,1506.4114,79.63495,0.0014038707256317138,1000.0,1432.9388887250002,453,0.022843445,0.27475587,5.0599113,-0.016318824,80.01141,0.6064352095127106,150,307200,1580.137929043034,307200,491.0
1475.862956075,1499.6715,87.47176,0.0012106833934783935,1000.0,1475.862956075,460,0.020171564,0.2506836,4.903175,-0.017040191,81.76209,0.5269507169723511,160,327680,1695.9183479009662,327680,485.0
1502.16428705,1467.5026,94.98369,0.001413924264907837,1000.0,1502.16428705,450,0.01764167,0.2333496,4.9020653,-0.014804432,63.23702,0.7970665991306305,170,348160,1811.586179709062,348160,478.0
1519.117985475,1509.7758,100.56506,0.0013417789459228516,1000.0,1519.117985475,447,0.016215404,0.196875,4.8300505,-0.01684849,56.25329,0.8640024363994598,180,368640,1925.6707491129637,368640,477.0
1510.2592911749998,1576.1204,101.8474,0.0014836925506591797,1000.0,1510.2592911749998,391,0.022073453,0.2652832,4.6815066,-0.016461963,63.938667,0.7001663148403168,190,389120,2041.888278936036,389120,472.0
1514.57248065,1522.2307,107.84945,0.001361560010910034,1000.0,1514.57248065,393,0.025354698,0.30551758,4.573999,-0.022524653,41.63402,0.8133742213249207,200,409600,2159.619661177974,409600,457.0
1528.8391187749999,1554.2449,111.79875,0.0011149765014648438,1000.0,1528.8391187749999,424,0.022918914,0.2737793,4.3898077,-0.0143871885,39.35601,0.8930822983384132,210,430080,2279.797244181158,430080,463.0
1561.3206128000002,1605.2799,113.01365,0.001223579740524292,1000.0,1561.3206128000002,429,0.018866463,0.23505859,4.2650743,-0.013856548,30.797827,0.9560840949416161,220,450560,2396.738366186153,450560,464.0
1543.975228175,1616.7838,116.81483,0.0012523571968078614,1000.0,1543.975228175,496,0.034491904,0.37070313,4.19287,-0.018237267,25.220608,0.8996961042284966,230,471040,2511.6072854560334,471040,452.0
1546.471944425,1563.9944,122.71714,0.0015539674282073976,1000.0,1546.471944425,478,0.026482906,0.31142578,4.0521054,-0.021428399,23.445393,0.9241872057318687,240,491520,2627.6301297890022,491520,453.0
1588.907057725,1559.1332,125.46497,0.0013603249549865722,1000.0,1588.907057725,444,0.024404712,0.28359374,3.9901912,-0.026993101,24.244972,0.9658579416573048,250,512000,2747.407288111979,512000,460.0
1590.523780325,1616.5798,125.2586,0.0012079296112060547,1000.0,1590.523780325,441,0.014759694,0.20771484,3.8776405,-0.02141815,20.364655,0.9574395790696144,260,532480,2861.5997188780457,532480,445.0
1598.2042073500002,1614.977,128.07118,0.0013447865486145019,1000.0,1598.2042073500002,460,0.016924236,0.22255859,3.76488,-0.02151772,27.914845,0.9639358706772327,270,552960,2974.84088746598,552960,454.0
1614.317228025,1626.6714,129.68121,0.0015948535442352294,1000.0,1614.317228025,419,0.025338534,0.30874023,3.622972,-0.02461131,16.946693,0.9643715284764767,280,573440,3089.6804739150684,573440,458.0
1640.21231415,1691.7067,129.92393,0.001700791597366333,1000.0,1640.21231415,405,0.019629527,0.2557617,3.5519872,-0.027565489,25.80927,0.9051666632294655,290,593920,3212.7074679520447,593920,449.0
1662.7028206000002,1665.6106,135.12343,0.001152250051498413,1000.0,1662.7028206000002,395,0.03135242,0.33808595,3.456754,-0.01717665,18.93764,0.9623230881989002,300,614400,3333.573581750039,614400,465.0
1668.6356307499998,1683.8562,137.0232,0.001262987232208252,1000.0,1668.6356307499998,420,0.026299793,0.30336913,3.3539996,-0.031082895,24.007687,0.9372530654072762,310,634880,3451.945554353064,634880,452.0
1682.6699560000002,1730.4908,136.954,0.0013682982921600342,1000.0,1682.6699560000002,418,0.026086211,0.30688477,3.2621703,-0.018852575,19.287725,0.9597080647945404,320,655360,3566.699111802969,655360,457.0
1716.3785375250002,1720.633,142.04126,0.001387029266357422,1000.0,1716.3785375250002,379,0.01847043,0.23588867,3.058052,-0.023174925,16.224657,0.9760611075907946,330,675840,3683.1675668561365,675840,449.0
1747.012177075,1800.4668,139.62932,0.0013849385738372803,1000.0,1747.012177075,349,0.020195289,0.26118165,2.9689178,-0.028985232,16.328342,0.9817319363355637,340,696320,3804.375732430024,696320,455.0
1757.48685405,1783.0465,144.40062,0.0014013181209564208,1000.0,1757.48685405,434,0.024242828,0.29189453,3.0259683,-0.027037304,13.835358,0.9761237725615501,350,716800,3922.5536765500437,716800,444.0
1752.6986531999999,1741.933,149.8231,0.001543074369430542,1000.0,1752.6986531999999,412,0.046759494,0.41420898,3.0202594,-0.02172258,38.511024,0.8306433409452438,360,737280,4041.4268409309443,737280,445.0
1762.3852301499999,1678.8357,150.2101,0.0011636369705200196,1000.0,1762.3852301499999,461,0.024537347,0.28886718,2.9180326,-0.01954139,21.587597,0.9491375125944614,370,757760,4160.757562640123,757760,438.0
1718.9396029499999,1754.1273,153.9526,0.0013284261226654053,1000.0,1718.9396029499999,417,0.041900635,0.4069336,2.737848,-0.029267108,16.336102,0.9585433229804039,380,778240,4277.886541303946,778240,409.0
1700.3322635,1803.7047,151.93362,0.0012252502918243407,1000.0,1700.3322635,448,0.035064854,0.3611328,2.622446,-0.018953618,35.630463,0.89773328602314,390,798720,4394.7685703141615,798720,408.0
1775.5901241750003,1833.0892,153.49574,0.0011306459426879882,1000.0,1775.5901241750003,508,0.02015974,0.26362306,2.590923,-0.02061535,14.256737,0.9829172361642122,400,819200,4507.708285755012,819200,427.0
1759.489445575,1186.388,151.55965,0.0013906924247741698,1000.0,1759.489445575,471,0.028888326,0.30429688,2.3884258,-0.023199553,11.779611,0.9820992145687342,410,839680,4619.4774792140815,839680,413.0
1688.732753675,1811.5176,159.89961,0.0011493934631347656,1000.0,1688.732753675,402,0.033538446,0.354834,2.268417,-0.026481366,11.547738,0.9776814822107553,420,860160,4737.987841784023,860160,418.0
1724.2084024249998,1857.5583,155.85078,0.0014005359649658204,1000.0,1724.2084024249998,433,0.044732448,0.40512696,2.1817508,-0.022187354,10.057116,0.9798399545252323,430,880640,4853.520559165161,880640,418.0
1795.7568823000001,1895.2136,155.60217,0.001288267707824707,1000.0,1795.7568823000001,439,0.037061527,0.38652343,1.8871883,-0.020472953,19.67259,0.9805299621075392,440,901120,4969.170152554056,901120,367.0
1833.184537775,1828.2488,164.31512,0.0013658077239990234,1000.0,1833.184537775,436,0.028782692,0.32822266,1.7853197,-0.031812318,8.8265705,0.9879639875143766,450,921600,5082.62553792703,921600,357.0
1855.03902405,1851.3539,165.31927,0.0010596596240997314,1000.0,1855.03902405,520,0.03408012,0.36108398,1.6984831,-0.02651124,10.845907,0.9853312391787767,460,942080,5193.130312307039,942080,385.0
1878.68624925,1887.3541,166.61183,0.00122645583152771,1000.0,1878.68624925,457,0.043602522,0.39829102,1.6453075,-0.018028824,8.771848,0.9874178571626544,470,962560,5307.810282544,962560,393.0
1902.642364225,1935.6477,166.14232,0.0013675268650054932,1000.0,1902.642364225,434,0.037339404,0.3836914,1.4953115,-0.026754927,6.3957033,0.992405703291297,480,983040,5422.974719373044,983040,396.0
